"code","name","address","phone","email","contact_name","contact_phone","payment_method_id","departament_id","town_id","prefix_origin","seller_id"
"CON-873","CHIC DOUSE","EJE 3 CASA 17 SECT ALMENDROS PLANES  DE BARCENAS ZONA 3 VILLA NUEVA","5598-7473","","STEPHANY QUIÐONEZ","0","2","1","1","CAP","4"
"XCO-874","CHIC ROUSE","EJE 3 CASA 17 SECT ALMENDROS PLANES DE BARCENAS ZONA 3 VILLA NUEVA","5598-7473","","STEPHANY QUIÐONEZ","0","1","1","1","CAP","4"
"XCO-875","QUIMICOS DE ORIENTE","5 CALLE 5-60 ZONA 1 ESQUIPULAS CHIQUIMULA","4082-2465","","VILSA RAMIREZ","0","1","1","1","CAP","4"
"XCO-876","FERRETERIA HR LOPEZ","1RA AVENIDA 3 CALLE FTE AL 3-22 ZONA 11 MERCADO DEL GUARDA","4059-6836","","EDGAR LOPEZ","0","1","1","1","CAP","3"
"GUA-877","MORADA","13 CALLE 14-76 ZONA 3 MIXCO COLONIA LOMAS DE COTIO SOBRE CALZADA MATEO FLOR","2211-2337","","BRYAN RODRIGUEZ","0","3","1","1","CAP","2"
"XCO-878","VENTAS ONLINE KARIN","MANZANA F8 LOT 8 CONDADOS DE SAN JUAN, SAN JUAN SACATEPEQUEZ","4239-2743","","KARIN VIRULA","0","1","1","1","CAP","4"
"CON-879","CARE COMPANY, S.A.","1A CALLE 5-00 COLONIA SANTA MONICA ZONA 2 VILLA NUEVA","6648-5600","","SANDRA MORATAYA","0","2","1","1","CAP","4"
"XCO-880","CARE COMPANY, S.A.","1A CALLE 5-00 COL SANTA MONICA ZONA 2 VILLA NUEVA","6648-5600","","SANDRA MORATAYA","0","1","1","1","CAP","4"
"XCO-881","GRUPO SUNNY SEA","8 CALLE 27-72 KAMINAL JUYU I ZONA 7 FUEA DE GARITA","5455-4559","","SHIRLEY ALVAREZ","0","1","1","1","CAP","3"
"XCO-882","LEGACY","20 CALLE 3-77 ZONA 1","3194-4221","","LIDIA CECILIA SON","0","1","1","1","CAP","3"
"XCO-883","CALZADO ADRIANA","MAZATENANGO","5984-6929","","AMANDA TZUN CHANCHAVAC","0","1","1","1","CAP","2"
"XCO-884","TALLER ALVAREZ","16 AVENIDA ZONA 9 GUATEMAL","3399-9232","","ARIEL LOPEZ","0","1","1","1","CAP","3"
"XCO-885","SOLUCIOJNES COSMETICAS, S.A.","2 AV 3-79 CO LOS ALAMOS ZONA 6 SAN MIGUEL PETAPA","2448-1341","","BERNABE MILIAN","0","1","1","1","CAP","3"
"XCO-886","MUEBLES GENESIS","7 CALLE A 12-68 COLONIA ROOSEVELT ZONA 11","3246-8103","","ENLY EZEQUIEL MEJIA","0","1","1","1","CAP","2"
"XCO-887","DISTRIBUIDORA COQUETA","19 CALLE 2-37 ZONA 1","2253-2439","","RUDY TUM","0","1","1","1","CAP","2"
"XCO-888","ORIENTAL DRAGON","19 CALLE 1-72 ZONA","48123591","","JULIO ANTONIO","0","1","1","1","CAP","3"
"XCO-889","COMERCIAL MARANATHA TEXTILES","3 AV 22-65 ZONA 1","31417469","","JUAN JOSE PASTOR TOC","0","1","1","1","CAP","2"
"XCO-891","CAR AUDIO TATO","LOTE 5 SECCION E COL LAS ILUSIONES ZONA 18","37622186","","WILLIAM PALENCIA","0","1","1","1","CAP","2"
"XCO-892","BABY MAYA AND HOME","1 AV 16-36 ZONA 3","54660464","","JAIME SERRA","0","1","1","1","CAP","2"
"GUA-893","COMERCIALIZADORA BIOAGRO","50 CALLE 15 AV CONDOMINIO VIENTOS DEL VALLE ZONA 12 CASA C","22124583","","OSMAR ANTONIO ORTIZ","0","3","1","1","CAP","3"
"XCO-894","ALMACENES VEYCO","18 AV 4-25 ZONA 16","50670016","","ALBERTO ALVARADO","0","1","1","1","CAP","4"
"PRE-836","PUNTO X PUNTO","31AV B 7-13  ZONA  7","47087954","","N/A","0","4","1","1","CAP","4"
"XCO-895","SOLUCIONES COSMETICAS","2 AV 3-79 COL. LOS ALAMOS ZONA 6 SAN MIGUEL PETAPA","54191598//24481341","","JORGE ALVARADO","0","1","1","1","CAP","4"
"GUA-896","FELIPE RAMIREZ","5 AV 11 CALLE ED. TORRE DE PARQUEO OFIINA 1-6","41145825","","FELPE RAMIREZ","0","3","1","1","CAP","2"
"CON-898","EDU-QUIMICA","6 AV Y 3 CALLE 6-04 ZONA 2 QUETZALTENANGO","47639804","","JUAN JOSE DE DIOS MORALES","0","2","1","1","CAP","4"
"XCO-899","MULTIFIBRA S.A. GUATEMALA","CANALITOS ZONA 24 PORVENIR","47418813","","GUSTAVO ARIAS","0","1","1","1","CAP","2"
"XCO-900","DISTRIBUIDORA LA MOCOSA","LOTE 24 MNZ 29 RESIDENCIAL SAN RAFAEL BUENA VISTA ZONA 18","47135349","","RODRIGO HORACIO REAL SANTIAGO","0","1","1","1","CAP","2"
"XCO-901","INVERSIONES ROSY S.A.","AV BOLIVAR 33-24 ZONA 3 A LA PAR DE BANRURAL","37505177","","SYNDY NINOSKA ZUÐIGA","0","1","1","1","CAP","2"
"CON-902","DE METAL","KM 166.5 CHIQUIMULA RESIDENCIALES LOS PORTALES","79425194","","SENDER ORRELLANA","0","2","1","1","CAP","2"
"XCO-903","COMERCIAL NARU","9 AV 3-00 ZONA 1 CHIQUIMULA","45256812","","WILLIAM SOSA","0","1","1","1","CAP","2"
"XCO-904","DE METAL","KM 166.5 CHIQUIMULA RESIDENCIALES LOS PORTALES","79425194","","SENDER ORELLANA","0","1","1","1","CAP","2"
"CON-905","VARIEDADES ANY","2 CALLE ENTRE 9 Y 10 AVENIDA ZONA 1 CHIQUIMULA","53440416","","ANA GUARDADO","0","2","1","1","CAP","4"
"XCO-906","VARIEDADES ANY","2 CALLE 9 Y 10 AVENIDA ZONA 1 CHIQUIMULA","5344-0416","","ANA GUARDADO","0","1","1","1","CAP","4"
"CON-907","LABORATORIO DENTAL RENACE","LOTE 24 M A SECTOR 4 PRADOS DE VILLA HERMOSA","24648181","","ISABEL GUTIERREZ","0","2","1","1","CAP","3"
"XCO-908","LABORATORIO DENTAL RENACE","LOTE 24 M A SECTOR 4 PRADOS DE VILLA HERMOSA","24648181","","ISABEL GUTIERREZ","0","1","1","1","CAP","3"
"XCO-909","MAXIMO MAYOREO COMUN, S.A.","19 CALLE 2-14 LOCAL B ZONA 1","55542828","","EDGAR GOMEZ","0","1","1","1","CAP","3"
"CON-910","ALMACEN EL FESTIVAL","CIUDAD","22303361","","ZULLY PEÐA","0","2","1","1","CAP","2"
"XCO-911","ALMACEN EL FESTIVAL","CIUDAD","22303361","","ZULLY PEÐA","0","1","1","1","CAP","2"
"XCO-912","NYCOLLECTION/ NOVEDADES LAS GUAPAS","AVENIDA SANTA CECILIA 31-71 ZONA 8","54855291","","MIRNA LILIANA LOL VICENTE","0","1","1","1","CAP","2"
"CON-913","PACA EXPRESS","ANILLO PERIFERICO 4-18 CARRIL AUXILIAR","30295193","","MARIO GONZALEZ","0","2","1","1","CAP","2"
"XCO-914","PACA EXPRESS","ANILLO PERIFERICO 4-18 CARRIL AUXILIAR","30295193","","MARIO GONZALEZ","0","1","1","1","CAP","2"
"CON-915","ARQUIPOR","CARRETERA AL ATLANTICO L, 192 MANZANA 18 LOTE 10 EL CHATOI ZONA 18","59485868","","ESTUARDO SUM","0","2","1","1","CAP","4"
"XCO-916","ARQUIPOR","CARRETERA AL ATLANTICO KM 19.2 MZ 18 LOTE 10 EL CHATO ZONA 18","59485868","","ESTUARDOI SUM","0","1","1","1","CAP","4"
"CON-917","ALORA GUATEMALA","10 AVENIDA  23-59 ZONA 12 COLONIA LA REFORMITA","54575412","","JOSUE BARILLAS","0","2","1","1","CAP","4"
"XCO-918","ALORA GUATEMALA","10 AVENIDA  23-59 ZONA 12 COLONIA LA REFORMITA","54575412","","JOSUE BARILLAS","0","1","1","1","CAP","4"
"CON-919","KENAS STORE","NUEVA SANTA ROSA","33575273","","KEYLIN DEL CID PEREZ","0","2","1","1","CAP","3"
"XCO-920","KENAS STORE","NUEVA SANTA ROSA","33575273","","KEYLIN DEL CID PEREZ","0","1","1","1","CAP","3"
"CON-921","COMERCIAL Y LIBRERIA EL CARMEN","LA CIENEGA CALLE PRINCIPAL GUALAN ZACAPA","5516-2557","","IVANNA FAJARDO","0","2","1","1","CAP","4"
"XCO-890","CORPORACION DENA, S.A.","6A AVENIDA 8-37 ZONA 1 SAN PEDRO AYAMPUC","2308-5642","","WENDY VELIZ","0","1","1","1","CAP","3"
"XCO-922","LA JARDINERIA O TOYJUGANDO","12 CALLE 9-72 ZONA 11 COLONIA ROOSEVELT","57895311","","MARILYN CRUZ","0","1","1","1","CAP","4"
"CON-923","LA JARDINERIA O TOYJUGANDO","12 CALLE 9-72 ZONA 11 COLONIA ROOSEVELT","57895311","","MARILYN CRUZ","0","2","1","1","CAP","4"
"XCO-924","PROSERDI","CONDOMINIO VILLA ATLANTIS ZONA 17 CASA F18","5538-4917","","KEVIN GIRON","0","1","1","1","CAP","1"
"XCO-925","ORIENTADORES COMERCIALES, S.A. (MYERS)","4A AVENIDA B 0-47 ZONA 2 DE MIXCO COL COTIO","2498-9292","","ESTUARDO GONZALEZ","0","1","1","1","CAP","1"
"XCO-926","IMPORTADORA VILLAGRAN","8A AVENIDA 4-80 ZONA 2","3658-9821","","SUGEYDI MARROQUIN","0","1","1","1","CAP","1"
"XCO-927","OPTIVISION UNIVERSAL","5TA CALLE 5-59 ZONA 2","3416-0353","","HORACIO MORALES","0","1","1","1","CAP","1"
"VD2-928","DISTRIBUIDORA LA MOCOSA","LOTE 24 MANZANA 29 RESIDENCIAL SAN RAFAEL BUENA VISTA ZONA 18","4713-5349","","RODRIGO REAL","0","3","1","1","CAP","2"
"CON-930","DROGUERIA OVERALL FARMACEUTICA S.A.","RESIDENCIALES SAN JOSE SECTOR LOS CLAVELES LOTE 20 MANZANA V SAN JOSE PINUL","3254-7918","","ENRIQUE ORELLANA","0","2","1","1","CAP","1"
"XCO-931","DROGUERIA OVERALL FARMACEUTICA S.A.","RESIDENCIALES SAN JOSE SECTOR LOS CLAVELES LOTE 20 MANZANA V SAN JOSE PINUL","3254-7918","","ENRIQUE ORELLANA","0","1","1","1","CAP","1"
"XCO-933","BY OPORTUNO/JESED","4TA CALLE A 0-87 MONSERRAT 1 ZONA 4 DE MIXCO","5820-8900","","NANCY GRANADOS","0","1","1","1","CAP","4"
"CON-934","BY OPORTUNO/JESED","4TA CALLE A 0-87 MONSERRAT 1 ZONA 4 DE MIXCO","2211-6469","","NANCY GRANADOS","0","2","1","1","CAP","4"
"XCO-935","CKLASS GT","RESTAURANTE LAS MECHADAS RO BARRANBCA SECA CALLE JUNTO A GAS ATLANTIC GAS T","32574018","","YARIZELL BOTTO","0","1","1","1","CAP","4"
"CON-936","CKLASS GT","RESTAURANTE LAS MECHADAS BARRANDCA SECA CALLE FTE A GAS ATLANTIC GAS TECULU","32574018","","YARIUZELL BOTTO","0","2","1","1","CAP","4"
"XCO-937","VARIEDADES ESTHER","5AVENIDA 10 CALLE B 5-50 SAN JOSE VILLA NUEVA ZONA 2","36042195","","ESTHER PINEDA","0","1","1","1","CAP","4"
"CON-938","VARIEDADES ESTHER","5AVENIDA 10 CALLE B 5-50 SAN JOSE VILLA NUEVA ZONA 2","36042195","","ESTHER PINEDA","0","2","1","1","CAP","4"
"XCO-939","TREKER DE GUATEMALA, S.A.","26 CALLE 14-20 ZONA  5","2234-8657","","ADOLFO RAMIREZ","0","1","1","1","CAP","2"
"XCO-940","ALMACEN HANA","C.C. EL PUEBLITO LKOC 404 ZONA 1","2221-1138","","ARMANDO /IRMA","0","1","1","1","CAP","2"
"XCO-941","BR AUTOS","1AV AV A LOTE 9 ZONA 18 COL LOMAS DE LAVARREDA","58653892","","ERICK HERNANDEZ","0","1","1","1","CAP","1"
"XCO-942","IMPORTADORA SURTIPACAS","33 CALLE 6-56 ZONA 3","2440-2063","","LOURDES SORAIDA GARCIA","0","1","1","1","CAP","1"
"CON-943","VIVERO FLOR DEL IZ","2AV 3-36 ZONA 2 SAN ANTONIO AGUAS CALIENTES SACATEPEQUEZ","5842-3279","","GILDA SONAIL LOPEZ","0","2","1","1","CAP","4"
"XCO-944","VIVIERO FLOR DE LIZ","2 AV 3-36 ZONA 2 SAN ANTONIO AGUAS CALIENTES SACATEPEQUEZ","5842-3279","","GILDA SONAIL","0","1","1","1","CAP","4"
"CON-945","VARIEDADES GEMA","ALDEA TIUCAL ASUNCION MITA JUTIAPA","59478832","","MIREYRA CHINCHILLA","0","2","1","1","CAP","4"
"XCO-946","VARIEDADES GEMA","ALDEA TIUCAL ASUNCION MITA","59478832","","MIREYRA CHINCHILLA","0","1","1","1","CAP","4"
"CON-947","FABRICA DE JAULAS EL TUCAN","7MA CALLE 9-37 ZONA 1","43158460","","JOHAN GOMEZ","0","2","1","1","CAP","4"
"XCO-948","FABRICA DE JAULAS EL TUCAN","7MA CALLE 9-37 ZONA 1","43158460","","JOHAN GOMEZ","0","1","1","1","CAP","4"
"CON-949","R.TOYS SHOP GUASTA","ALDEA PASASAGUA, SAN AGUSTIN ACASAGUASTLAN","52348458","","RUDY RAMOS","0","2","1","1","CAP","4"
"XCO-950","B.TOYS SHOP GUASTA","ALDEA PASASAGUA SAN AGUSTIN ACASAGUASTLAN","52348458","","RUDY RAMOS","0","1","1","1","CAP","4"
"XCO-951","INDUSTRIAS VULCANO DE GUATEMALA","CALZADA SAN JUAN 12-84 ZONA 7 QUINTA SAMAYOA","2471-5366","","NOE GUEVARA","0","1","1","1","CAP","1"
"XCO-952","NOVOCOLOR, S.A.","7 AVENIDA 3-14 ZONA 9","2381-2828","","JOSE MONTEZ","0","1","1","1","CAP","1"
"XCO-953","INVENTIVA COSMETCOS S.A.","3A CALLE A 8-10 ZONA 10","2331-1020","","MARGARITA SAENZ","0","1","1","1","CAP","2"
"XCO-954","DELIMASH","11 AVENIDA B 6-27 ZONA 3 NUEVA MONSERRAT MIXCO","44444437","","BYRON GOMEZ","0","1","1","1","CAP","2"
"XCO-955","GRANDES COMERCIOS, S.A.","4TA CALLE FIANL ZONA 2 COL STA SEFAZ LT 1C APTO VILLA CANALES","2235-3058","","RICHARD STIVENS ESTRADA SIMON","0","1","1","1","CAP","2"
"PRE-956","CAR AUDIO MYM","KM 78.5 CARRETERA A EL SALVADOR ORATORIO SANTA ROSA","4215-4923","","FELIX MARROQUIN","0","4","1","1","CAP","3"
"XCO-957","MEC","4AVE 2-77 BALCONES DE SAN CRISTOBAL B4 ZONA 8 DE MIXCO","54538603","","BYRON ROBERTO LOPEZ","0","1","1","1","CAP","3"
"XCO-958","IAM FIT GUATEMALA","17 AVENIDA 3-80 A ZONA 14 2DO NIVEL","4701-0094","","DAMARIS AVILA","0","1","1","1","CAP","4"
"XCO-959","DISTRIBUIDORA MARLET, S.A.","23 AVENIDA 31-26 ZONA 12 COLONIA SANTA ELISA","2339-5083","","JOSE MARTINEZ","0","1","1","1","CAP","2"
"XCO-960","IMPORTADORA Y EXPORTADORA GIL, S.A.","12 CALLE 2-44 ZONA 1 CIUDAD DE GUATEMALA","2382-8900","","EDGAR ROLANDO FLORES","0","1","1","1","CAP","4"
"XCO-962","RYH CALDERON","4TA CALLE 13-73 ZONA 6","5155-2830","","VIDAL CALDERON","0","1","1","1","CAP","4"
"CON-963","RYH CALDERON","4TA CALLE 13-73 ZONA 6","51552830","","VIDAL CALDERON","0","2","1","1","CAP","4"
"XCO-964","DULCE HOGAR","2 AVENIDA LOTE 30 VILLA LOBOS 1 ZONA 12 DE VILLA NUEVA","5500-3814","","RUDY GASPAR","0","1","1","1","CAP","4"
"XCO-966","CONSMETICA ORGANICA ONLINE","OBREJE IPALA CHIQUIMULA FRENTE AL HOTEL FILOMENA ENTRAR AL CALLEJON PRIMERA","4167-2745","","NOELIA RAMOS","0","1","1","1","CAP","4"
"CON-967","CONSMETICA ORGANICA ONLINE","OBRAJE IPALA CHIQUIMULA FRENTE AL HOTEL FILOMENA ENTRAR AL CALLEJON PRIMERA","41672745","","NOELIA RAMOS","0","2","1","1","CAP","4"
"PRE-968","PESAS CASERAS GT","21  AVENIDA 7-21 ZONA 11 ATRAS DE PRICEMART","57107073-55749665","","ANDREA GODINEZ","0","4","1","1","CAP","4"
"XCO-969","PRODUCTOS Y SERVICIOS ESTRATEGICOS BLU MARINNE, S.A.","4A CALLE 31-47 ZONA 11 COL JARDINES DE UTATLAN II","53742700","","LUIS PAZ","0","1","1","1","CAP","1"
"XCO-970","IMPORTACIONES LA BODEGONA","AV PETAPA 43-07 ZONA 12","2296-3106","","JULIO AREVALO","0","1","1","1","CAP","3"
"CON-971","EDGAR CIFUENTES","6TA AV A 16-07 ZONA 5 DE MIXCO COLONIA 1RO DE JULIO","5812-3260","","EDGARCIFUENTES","0","2","1","1","CAP","1"
"XCO-972","EDGAR CIFUENTES","6TA AV A 16-07 ZONA 5 DE MIXCO COLONIA 1RO DE JULIO","5812-3260","","EDGAR CIFUENTES","0","1","1","1","CAP","1"
"PCE-973","IMPORTACIONES LA BODEGONA","AV PETAPA 43-07 ZONA 12","2296-3106","","JULIO AREVALO","0","1","1","1","CAP","3"
"XCO-974","INSTITUTO MISIONERO SOCIEDAD DE SAN PABLO","18 CALLE 20-71 ZONA 10 BOULEVARD LOS PROCERES","2367-4031","","MIGUEL RENGIFO ZAMORANO","0","1","1","1","CAP","3"
"PRE-975","PROYECTA INTEGRAL S.A.","B CALLE 8-44 ZONA 10 EDYMMA PLAZA NIVEL 9 OFICINA 903","2296-3624","","BREHETT ANALY MERLOS","0","4","1","1","CAP","1"
"PRE-976","LEYES Y PUBLICACIONES DE GUATEMALA","13 CALLE 8-44 ZONA 10 EDYMA PLAZA NIVEL 9 OFICINA 903","2296-3624","","ANALY MERLOS","0","4","1","1","CAP","1"
"XCO-977","SERVICENTRO AUTOLAB","9A CALLE 27-40 ZONA 4 MIXCO EL NARANJO","5874-8836","","DAVID DIEGUEZ","0","1","1","1","CAP","1"
"VD2-978","LA CHAPINITA","3 CALLE 0-63 ZONA 9","0","","CARLOS MOLLINEDO","0","3","1","1","CAP","2"
"VD2-979","BOTICA GANADERA","KM 22.5 A EL SALVADOR BODEGA ECOPLAZA #301","5708-0373","","PATRICIA AGUIRRE","0","3","1","1","CAP","2"
"XCO-980","FARMACIA LA SOLUCION","LOTE 5 MANZANA 40 PLNAES DE MINERVA ZONA 11 DE MIXCO","4070-5850","","ARIEL GOMEZ","0","1","1","1","CAP","2"
"CON-981","DIAGROMOZA","KM 17.5 CARRETERA A EL SALVADOR ARRAZOLA LOTE 87B","4889-7342","","BYRON MORALES","0","2","1","1","CAP","1"
"XCO-982","DIAGROMOZA","KM 17.5 CARRETERA A EL SALVADOR ARROZAL LOTE 87B","4889-7342","","BYRON MORALES","0","1","1","1","CAP","1"
"XCO-984","J Y R SERVICIOS Y OTROS","CALLE PRINCIPAL 83-40 ZONA 0 SAN RAFAEL LAS FLORES FRENTE A LA IGLESIA","4851-5134","","JOSELIN REYES","0","1","1","1","CAP","3"
"CON-985","J Y R SERVICIOS Y OTROS","CALLE PRINCIPAL 83-40 ZONA 0 SAN RAFEL LAS FLORES FTE A LA IGLESIA","4851-5134","","JOSELIN REYES","0","2","1","1","CAP","3"
"CON-988","DUROPORT LUX","7 CALLE 9-28 ZONA 1","4588-7609","","AURELIA LUX","0","2","1","1","CAP","1"
"XCO-989","DISTRIBUIDORA EL PACIFICO","17 CALLE 3-98 ALTOS DE BARCENAS 2 ZONA 3 V.N","4611-2088","","KATERINNE ALFARO","0","1","1","1","CAP","2"
"XCO-990","IMPORTADORA UNO S.A.","13 AV A 2-84 ZONA 2 MIXCO COLONIA LA ESCUADRILLA","2203-7272","","EDUARDO VARGAS","0","1","1","1","CAP","3"
"XCO-993","BABY PATPAT","5 CALLE 2-25 C ZONA 2 CHICACAOI SUCHITEPEQUEZ","3188-3245","","DULCE MARIA GIRON","0","1","1","1","CAP","1"
"XCO-994","MW CAR AUDIO","KM 53.5 BARBERENA SANTA ROSA","4284-2923","","MARVEL QUITANA","0","1","1","1","CAP","3"
"CON-995","DISTRIBUIDORA CUSCATLAN GUATEMALA, S.A.","19 AVENIDA 28-48 ZONA 5","2335-4195","","JACQUES JACIR","0","2","1","1","CAP","1"
"CON-996","MARMOLES PREMIER // TROFEMUNDO","4TA AVENIDA 22-39 ZONA 3","5378-3597 // 57205383","","ELSA GAMBOA","0","2","1","1","CAP","4"
"XCO-997","MARMOLES PREMIER // TROFEMUNDO","4TA AVENIDA 22-39 ZONA 3","5378-3597 // 57205383","","ELSA GAMBOA","0","1","1","1","CAP","4"
"PRE-998","DISTRIBUIDORA MANANTIAL","25 AVENIDA 05-30 BODEGA B10 BLV INDUSTRIAL ZONA 18","2307-4086//4645-9454","","JOEL RAMIREZ","0","4","1","1","CAP","1"
"XCO-999","FLORISTERIA ALFA Y OMEGA","INT MERCADO CENTRAL LOCAL 150 SEGUNDO NIVEL","4327-4731","","WENDY ORDOÐEZ","0","1","1","1","CAP","4"
"CON-1000","FLORISTERIA ALFA Y OMEGA","INT MERCADO CENTRAL LOCAL 150 SEGUNDO NIVEL","4327-4731","","WENDY ORDOÐEZ","0","2","1","1","CAP","4"
"CON-1002","FARMACIA LA SOLUCION","LOTE5 MANZANA 40 PLANES DE MINERVA ZONA 11 DE MIXCO","4070-5850","","ARIEL GOMEZ","0","2","1","1","CAP","2"
"XCO-1004","SABY STATIONERY","13 CALLE 15-52 ZONA 1","2252-7751","","SABY LIMA","0","1","1","1","CAP","1"
"XCO-1003","DRUTEK PRINTING","13 CALLE 15-52 ZONA 1","4211-9610","","SABY LIMA","0","1","1","1","CAP","1"
"XCO-1006","JERSEY SHOP","11 CALLE 12-71 COLONIA ROOSEVELT ZONA 11","5231-9192","","VERALY PEREZ DE VALENCIA","0","1","1","1","CAP","4"
"CON-1005","JERSEY SHOP","11 CALLE 12-71 ZONA 11 COLONIA ROOSEVELT","5231-9192","","VERALY PEREZ DE VALENCIA","0","2","1","1","CAP","4"
"XCO-1007","CLADIST","KM 39.5 RUTA INTERAMERICANA CASA  4","54312261//54569101","","CLAUDIA SECAIDA","0","1","1","1","CAP","4"
"CON-1008","CLADIST","KM 39.5 RUTA INTERAMERICANA CASA 4","5131-2261//5456-9101","","CLAUDIA SECAIDA","0","2","1","1","CAP","4"
"XCO-1009","EMA","LOTE 20 LA MONTAÐITA 1 KM 14.5 ANTIGUA CARRETERA A EL SALVADOR SANTA CATARI","4229-3760","","EVELIN ALVAREZ","0","1","1","1","CAP","4"
"CON-1010","EMA","LOTE 20 LA MONTAÐITA 1 KM 14.5 ANTIGUA CARRETERA A EL SALVADOR SANTA CATARI","4229-3760","","EVELIN ALVAREZ","0","2","1","1","CAP","4"
"VD3-1011","GARE DE CREACION, S.A.","5TA CALLE 7-55 ZONA 1","2422-7676","","ABNER MENDEZ","0","3","1","1","CAP","1"
"CON-1012","GARE DE CREACION, S.A.","5RA CALLE 7-55 ZONA 1","2422-7676","","ABNER MENDEZ","0","2","1","1","CAP","1"
"XCO-1013","GARE DE CREACION,S.A.","5TA CALLE 7-55 ZONA 1","2422-7676","","ABNER MENDEZ","0","1","1","1","CAP","1"
"CON-1014","ZICO TEXTILES, S.A.","9 CALLE 26-68 ZONA 4 MIXCO EL NARANJO","5531-3989","","PABLO APARICIO","0","2","1","1","CAP","1"
"XCO-1015","Q7, S.A","AV BOLIVAR 20-39 ZONA 1 APTO A","4705-1203","","AXEL ARRIAGA","0","1","1","1","CAP","1"
"CON-1016","FESY, S.A.","5 AV A 5-79 SAN JACINTO ZONA 10 MIXCO","5630-1911","","FERNANDO SANTA CRUZ","0","2","1","1","CAP","2"
"XCO-1017","FESY, S.A.","5AV A 5-79 SAN JACINTO ZONA 10 MIXCO","5630-1911","","FERNANDO SANTA CRUZ","0","1","1","1","CAP","2"
"XCO-1018","DULCE SILUETA","CUILAPA SANTA ROSA","3388-0199","","INGRID LEMUS","0","1","1","1","CAP","3"
"CON-1019","FALSET, S.A. / CENTRO OPTICO","7 AVENIDA 8-41 ZONA 1 C.C. REAL DEL PARQUE LOCAL 204","22636151 // 22530224","","MARIA JARDI","0","2","1","1","CAP","3"
"XCO-1020","FALSET// CENTRO OPTICO","7 AVENIDA 8-41 ZONA 1 C.C. REAL DEL POARQUE LOCAL 204","22636151//22530224","","MARIA JARDI","0","1","1","1","CAP","3"
"CON-1021","SUNNY SEA","8 CALLE 27-72 KAMINAL JUYU 1 ZONA 1","5455-4559","","SHIRLEY ALVAREZ","0","2","1","1","CAP","4"
"XCO-1022","SUNNY SEA","8 CALLE 27-72 KAMINAL JUYU 1 ZONA 7","5455-4559","","SHIRLEY ALVAREZ","0","1","1","1","CAP","4"
"XCO-1025","LABORATORIO Y DROGUERIA GENEMEDIC","7A CALLE 34-78 TIKAL 2 ZONA 7 GUATEMALA","2433-9089","","JONATHAN DONADIO","0","1","1","1","CAP","3"
"XCO-557","HUGO ALFARO","33 AVENIDA 20-37 ZONA 7 RESIDENCIALES BOSQUES LINDA","5717-9360","","HUGO ALFARO","0","1","1","1","CAP","4"
"CON-1026","DEPORTES LINK","17 CALLE 5-28 ZONA 1 GUATEMALA","2232-7976","","CHIEN FU CHIANG // LEILA COLIN","0","2","1","1","CAP","3"
"XCO-1027","DEPORTES LINK","17 CALLE 5-28 ZONA GUATEMALA","2232-7976//5834-3254","","CHINEN FU CHIANG // LEILA COLIN","0","1","1","1","CAP","3"
"CON-1028","IMPOLLANTAS ELROSARIO SANTIAGO SACATEPEQUEZ","KM 33.2 CARRETERA INTERAMERICANA LOTE 20 A","3367-4880","","BARTOLOME AMBROCIO","0","2","1","1","CAP","4"
"XCO-1029","IMPOLLANTAS ELROSARIO SANTIAOG SACATEPEQUEZ","KM 33.2 CARRETERA INTERAMERICANA LOTE 20 A","3367-4880","","BARTOLOME AMBROCIO","0","1","1","1","CAP","4"
"CON-1030","LAMPARAS Y MAS","EL CARMEN FRONTERA, MALACATAN","5340-0651","","EYMER ORDOÐEZ","0","2","1","1","CAP","4"
"XCO-1031","LAMPARAS Y MAS","EL CARMEN FRONTERA MALACATAN","5340-0651","","EYMER ORDOÐEZ","0","1","1","1","CAP","4"
"XCO-1032","SERVI FILM","2DA. CALLE 6-07 ZONA 9 , 2DO. NIVEL, GUATEMALA CITY, GUATEMALA","2360-6097","","N/A","0","1","1","1","CAP","3"
"CON-1033","EDITORIAL UNIVERSAL","VA CALLE 1-11 ZONA 1","2232-4537","","ARACELY GUZMAN","0","2","1","1","CAP","1"
"XCO-1034","SHOP HUNTERS","13 AV C 2-57 ZONA 2 DE MIXCO CARR VILLAS SANTA RITA","5923-9192","","PAUL SALGUERO","0","1","1","1","CAP","1"
"XCO-1035","PICKYGT","13 AV C 2-57 ZONA 2 DE MIXCO VILLAS DE SANTA RIAT #29","3374-9312","","JESSICA SALGUERO","0","1","1","1","CAP","3"
"XCO-1036","ALDOS DE ITALIA","FRACCIONAMINETO INDUSTRIAL MIXOC NORTE BODEGA B-6 KM 16.5 CARR SAN JUAN SAC","0","","FILADELFO PEREZ RIVAS","0","1","1","1","CAP","3"
"CON-1037","AUTO HAUS","DIAGONAL 30-89 ZONA 3 PLAZA GARIBALDI LOCAL 4 QUETZALTENANGO","3035-7416","","JORGE SANTIZO","0","2","1","1","CAP","4"
"XCO-1038","AUTO HAUS","DIAGONAL 30-89 ZONA 3 PLAZA GARIBALDI LOCAL 4 QUETZALTENANGO","5314-4780","","JORGE SANTIZO","0","1","1","1","CAP","4"
